TF	Drug_name	Drug_id	Drug_targets	effect_size_(reg_coeff)	pval	fdr
ELK1	Thapsigargin	180	sarco-endoplasmic reticulum Ca2+-ATPases	-0.388252847493932	3.576466897678e-06	0.000459560627451916
ELK1	Docetaxel	1007	Microtubules	-0.276083023671606	3.57762247488938e-06	0.000459560627451916
PAX5	XMD13-2	330	RIPK	0.211001779336062	3.56267712742949e-06	0.000459560627451916
TFAP2C	Afatinib (rescreen)	1377	ERBB2, EGFR	-0.372343738396256	3.54960426219348e-06	0.000459560627451916
ELK1	MLN4924	1529	NEDD8-activating enzyme	-0.320451207618876	3.68230547399309e-06	0.000469392906855867
HSF1	Bleomycin	190	DNA damage	-0.387716553387892	3.69210291709733e-06	0.000469392906855867
ZNF263	Bleomycin (50 uM)	1378	DNA damage	-0.350636154142416	3.69600714059738e-06	0.000469392906855867
RELA	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.415013390271458	3.74265032563265e-06	0.000473529686876567
MYC	HG-5-113-01	1142	LOK, LTK, TRCB, ABL(T315I)	-0.25712519553999	3.85570623232109e-06	0.000486006716287515
EBF1	Afatinib (rescreen)	1377	ERBB2, EGFR	-0.31044056547481	3.88636178484642e-06	0.000488042932347039
ETS1	KIN001-270	345	CDK9	-0.150256066856827	3.92932440820988e-06	0.000491603765644252
FOXA2	SB-715992	208	KIF11	0.360216657866009	3.96805870786706e-06	0.000494611169678763
REST	AUY922	194	HSP90	0.372230645002945	4.0057119516077e-06	0.000497462124469953
FOXM1	CCT018159	1170	HSP90	-0.16487097014915	4.04138630575962e-06	0.000500047265148309
MITF	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	0.695887460858942	4.05705064156347e-06	0.000500146664255745
NFKB1	Bleomycin (50 uM)	1378	DNA damage	-0.362518527298337	4.09282198077687e-06	0.000500886995501984
RELA	MP470	293	PDGFR	0.314413865022454	4.08815370214286e-06	0.000500886995501984
SMAD4	SB590885	1061	BRAF	0.26561709749806	4.14314323058219e-06	0.000505208280526246
CTCF	Vinblastine	1004	Microtubules	-0.276071895238515	4.18653803836792e-06	0.000506827113961411
REL	SB52334	304	ALK5	0.213006691927461	4.17347471960232e-06	0.000506827113961411
GATA3	Zibotentan, ZD4054	266	Endothelin A Receptor	0.125620854371197	4.21314219271524e-06	0.000508219715038822
NFKB1	AC220	254	FLT3	0.180840145976658	4.24798962142468e-06	0.000510593181103741
AHR	THZ-2-102-1	346	CDK7	0.428963818056045	4.29832891525963e-06	0.000513996246674381
PPARA	THZ-2-102-1	346	CDK7	0.423895971486496	4.30684717165876e-06	0.000513996246674381
FOXA2	NSC-207895	269	MDM4	0.300322509339158	4.35129064415788e-06	0.000517465323777857
MYC	VX-702	1028	p38	-0.150996352972741	4.38935179775995e-06	0.00052015364349863
TP63	Cetuximab	1114	EGFR	-0.21441895874241	4.45576594468385e-06	0.000526171238134509
PPARD	IPA-3	176	PAK1, PAK2, PAK3	0.273696868283156	4.47770416572882e-06	0.000526913054886726
GABPA	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	-0.279438415439466	4.57705759986742e-06	0.000532471401766985
HNF1A	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	0.231779706204711	4.55759668981177e-06	0.000532471401766985
SREBF1	Tubastatin A	265	HDAC6	-0.17271047845719	4.54836950892084e-06	0.000532471401766985
YBX1	Zibotentan, ZD4054	266	Endothelin A Receptor	-0.0831913710380587	4.58822482580376e-06	0.000532471401766985
GATA3	AV-951	312	VEGFR	0.167397385267482	4.6052952120912e-06	0.000532615843171579
CREB1	Bleomycin (50 uM)	1378	DNA damage	-0.320973803937265	4.71256040903965e-06	0.000543154864952841
ETS1	EX-527	341	SIRT1	-0.116238934613465	4.73783014896529e-06	0.000544203664380296
CTCF	CCT018159	1170	HSP90	-0.195339067351437	4.77689241024912e-06	0.000546581363696094
REST	Midostaurin	153	KIT	0.286964160190045	4.79101180479417e-06	0.000546581363696094
HNF4A	Elesclomol	1031	HSP70	0.353023609177414	4.84500623757255e-06	0.000549686470824623
RELA	XAV 939	1268	TNKS1 (tankyrase-1)	-0.173839817112062	4.85089531525518e-06	0.000549686470824623
RELA	SB52334	304	ALK5	0.241748809290032	4.89763769839232e-06	0.000553120794427495
PAX5	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	0.245057221375589	5.08774321295728e-06	0.000572668889070492
ETS1	FH535	173	unknown 	-0.233220133528495	5.11469775687505e-06	0.000573783843358766
GATA3	THZ-2-102-1	346	CDK7	0.555554750272381	5.13215504077442e-06	0.000573829494675292
CEBPB	XAV 939	1268	TNKS1 (tankyrase-1)	-0.166534222186941	5.33516902980104e-06	0.000594553356615742
PAX5	SB-715992	208	KIF11	0.298728675179348	5.40610667836947e-06	0.000600470363896121
GATA3	ABT-888	1018	PARP1, PARP2	0.176942705401871	5.53478456766906e-06	0.000612740706002968
PAX5	KIN001-260	290	IKK	0.176521721235072	5.62135787585308e-06	0.000620284587907657
MYCN	Temozolomide	1375	DNA akylating agent	-0.133628419476737	5.66979404638709e-06	0.000622093536556303
YY1	EX-527	341	SIRT1	-0.110849130432644	5.67472041963408e-06	0.000622093536556303
HNF1A	NSC-207895	269	MDM4	0.245688159225121	5.89345270692443e-06	0.000643974515751759
PAX5	SB-505124	1194	TGFR1 (ALK5)	0.161593269733435	5.92371722687499e-06	0.000645186741975656
E2F4	Lenalidomide	1020	TNFA	-0.130930313568699	5.95138046117224e-06	0.000645211825008595
MYCN	Bicalutamide	150	ANDR (androgen receptor)	-0.0988802766324585	5.96229022664308e-06	0.000645211825008595
CTCF	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	-0.229635769741293	6.04022357958719e-06	0.000651550399266048
ESR1	Phenformin	196	AAPK1 (AMPK) agonist	0.39386608665131	6.07309770330132e-06	0.000653003524615354
GATA1	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.283703329535461	6.12128531710192e-06	0.00065400589633989
PPARD	ZG-10	1161	IRAK1	0.273544399807041	6.10282436270704e-06	0.00065400589633989
YY1	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	-0.315499030270351	6.15052596157655e-06	0.000655050478597654
PAX5	BX-912	222	PDPK1 (PDK1)	0.277598425892693	6.28195383348261e-06	0.000665160867386898
VDR	RDEA119 (rescreen)	1526	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.249367398786414	6.28498457373447e-06	0.000665160867386898
MYC	Tipifarnib	204	Farnesyl-transferase (FNTA)	-0.310214115918688	6.43980024925748e-06	0.000678454727506374
STAT1	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	0.212459245083737	6.45091406334986e-06	0.000678454727506374
ELK1	JNK Inhibitor VIII	1043	JNK	-0.149460508756595	6.53903499979489e-06	0.000682771404366944
MYC	FH535	173	unknown 	-0.220046863433712	6.55183980248559e-06	0.000682771404366944
NFE2L2	BMS-345541	203	IKBKB	0.219584335258112	6.5528201934489e-06	0.000682771404366944
PPARD	TAK-715	221	p38a	0.171356076481726	6.62248609772351e-06	0.000687900523515076
FOXA2	THZ-2-102-1	346	CDK7	0.494202126236278	6.66532305315905e-06	0.000690219838012516
MYCN	KIN001-260	290	IKK	-0.174036632808921	6.73997931830536e-06	0.000695500824944683
PPARA	QL-X-138	331	MNK2, PRKDC (DNAPK), MTOR, BTK, JAK3	0.279839968576067	6.75765175328811e-06	0.000695500824944683
MYCN	KIN001-236	286	TIE2	-0.150152722059801	6.82625035494312e-06	0.000696174108168517
REST	DMOG	165	Prolyl-4-Hydroxylase	0.304877748555767	6.79456186628122e-06	0.000696174108168517
SPI1	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.478109441814998	6.81416697048142e-06	0.000696174108168517
IKZF1	BX-795	1037	TBK1, PDPK1, IKK, AURKB, AURKC	-0.248958722929172	6.94874462455598e-06	0.000706525680783781
HNF4A	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	0.238901110717735	7.09870538045678e-06	0.000719599185479738
PAX5	Masitinib	292	KIT	0.199147687093001	7.33253206899025e-06	0.000741070170516116
TBP	MPS-1-IN-1	294	MPS1	0.180750649864928	7.39924537237482e-06	0.000745573661698427
CTCF	KU-55933	1030	ATM	-0.171870080338635	7.51349199201866e-06	0.000745867401863102
MITF	Bleomycin (50 uM)	1378	DNA damage	0.386561927059108	7.45168600376633e-06	0.000745867401863102
MYC	NPK76-II-72-1	257	PLK3	-0.245582214768231	7.54062794534881e-06	0.000745867401863102
MYC	VX-11e	262	ERK	-0.241775570632139	7.57945777558107e-06	0.000745867401863102
MYC	AZD-2281	1495	PARP1, PARP2	-0.183264602641842	7.50778463038826e-06	0.000745867401863102
PAX5	TAK-715	221	p38a	0.184662185025333	7.57736675949128e-06	0.000745867401863102
PAX5	Cytarabine	1006	DNA synthesis	0.305050303918829	7.56190508407831e-06	0.000745867401863102
SP1	THZ-2-102-1	346	CDK7	0.432476026651465	7.57156336738795e-06	0.000745867401863102
MYC	SB-715992	208	KIF11	-0.291895442480666	7.7434441626133e-06	0.000759783129133384
FOXA1	UNC1215	1262	LMBL3	0.109516978991408	7.91182908516147e-06	0.000774048278666015
VDR	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.357544887350412	8.08861437054057e-06	0.000789050193160994
EBF1	GSK269962A (rescreen)	1192	ROCK1, ROCK2	0.26821875942971	8.29267336099129e-06	0.000806618271572722
SP1	EHT 1864	1069	Rac GTPases	0.169836103197745	8.53510346399794e-06	0.000827806648647984
PAX5	CCT018159	1170	HSP90	0.193005822417621	8.59859476239206e-06	0.000831568122782485
E2F4	QS11	151	ARFGAP	-0.237397922260534	8.7842119791008e-06	0.000847084968930194
HSF1	GSK-650394	177	SGK3	-0.260931938614602	8.80958418033017e-06	0.000847104444540034
JUND	17-AAG	1026	HSP90	-0.351504335186422	8.90221789039232e-06	0.000851148133810095
TCF12	BMN-673	1259	PARP1	-0.324512145267575	8.89114689766366e-06	0.000851148133810095
MYCN	Lenalidomide	1020	TNFA	-0.13623342789651	9.26263594048521e-06	0.000883099185770623
MYCN	XMD14-99	253	EPHB3, CAMK1	-0.146103637580925	9.3265106042052e-06	0.000886677159278322
CDX2	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	0.254857761957758	9.42252219627762e-06	0.000890772428414953
YBX1	GSK-650394	177	SGK3	-0.270022466342185	9.39751512392005e-06	0.000890772428414953
FOXM1	EX-527	341	SIRT1	-0.0936586717471213	9.62774376662017e-06	0.000907623855645944
FOXA2	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.438001743143317	9.83389685170617e-06	0.000924468711017238
E2F6	FH535	173	unknown 	-0.210384520325264	1.01673651946593e-05	0.000950507432295162
ETS1	Temozolomide	1375	DNA akylating agent	-0.135870195027839	1.01536272534351e-05	0.000950507432295162
RELA	AC220	254	FLT3	0.181900481457493	1.02200891872675e-05	0.000952789755117694
GATA2	RDEA119 (rescreen)	1526	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.255410659458422	1.03493768853165e-05	0.000962177566506429
ELK1	FTI-277	166	Farnesyl transferase (FNTA)	-0.1403298113894	1.04375160915496e-05	0.000964720845290899
GATA2	FK866	1248	NAMPT	0.505566200430428	1.0435175579267e-05	0.000964720845290899
STAT3	SB-505124	1194	TGFR1 (ALK5)	0.173781977404265	1.04627279313974e-05	0.000964720845290899
E2F1	Lenalidomide	1020	TNFA	-0.12418662153587	1.04967031648442e-05	0.000965209139379323
ESR1	EX-527	341	SIRT1	0.139305477317127	1.05758182617448e-05	0.000969834233239842
RREB1	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.251640065966614	1.06073157776646e-05	0.000970079381786144
FOXA1	STF-62247	258	stimulates autophagy	0.18666962171358	1.07032684539857e-05	0.00097620189652815
YY1	T0901317	333	LXR	-0.158336389260001	1.0761252926659e-05	0.000978837749315433
IRF1	TAK-715	221	p38a	0.182008315239498	1.08184457224189e-05	0.000981387576247997
FOXA1	Afatinib (rescreen)	1377	ERBB2, EGFR	-0.331630167415327	1.091125282287e-05	0.000984499232583617
IRF1	SB-505124	1194	TGFR1 (ALK5)	0.158593753314357	1.08985343083767e-05	0.000984499232583617
HNF4A	SB-715992	208	KIF11	0.300318153848586	1.11672642148525e-05	0.00100482655559724
NFE2L2	NSC-207895	269	MDM4	0.290880634198634	1.1196254890773e-05	0.00100482655559724
ETS1	Bicalutamide	150	ANDR (androgen receptor)	-0.0986795620995348	1.15816221047197e-05	0.00103664758493176
RUNX2	TAK-715	221	p38a	0.199477606906761	1.1841413527144e-05	0.00105708958158098
HNF4A	BX-912	222	PDPK1 (PDK1)	0.280156596336215	1.19201019416937e-05	0.00106079406747146
TBP	EHT 1864	1069	Rac GTPases	0.135392185710433	1.19459501284113e-05	0.00106079406747146
MYCN	SB52334	304	ALK5	-0.212321791752364	1.21023103731289e-05	0.00107185067265172
MYCN	Etoposide	134	TOP2	-0.352939804541587	1.21782093555363e-05	0.0010757418264057
GATA3	Lenalidomide	1020	TNFA	0.179135645101525	1.23942562986323e-05	0.0010919599364672
GATA3	Vismodegib	1033	SMO	0.202706955008375	1.24931685190555e-05	0.00109780048696818
PAX5	Epothilone B	201	Microtubules	0.337420670267134	1.25440301388532e-05	0.00109939930813309
MYC	GW-2580	193	CSF1R (cFMS)	-0.122068657141519	1.26425855599027e-05	0.00110515900524292
RELA	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.301063524264612	1.27040612476919e-05	0.00110765591008049
GATA2	TAK-715	221	p38a	0.180845901982684	1.28669563759574e-05	0.00111652428741012
YBX1	JNK Inhibitor VIII	1043	JNK	-0.129000166007583	1.29053022671976e-05	0.00111652428741012
ZNF263	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.361708423175487	1.28956094277537e-05	0.00111652428741012
REL	XAV 939	1268	TNKS1 (tankyrase-1)	-0.144699242935323	1.3011396746102e-05	0.00112281681407709
SPI1	EHT 1864	1069	Rac GTPases	0.258503795388952	1.31647392691282e-05	0.00113314399003199
EBF1	KIN001-270	345	CDK9	0.148850171524805	1.33571619839914e-05	0.00113806401663602
GATA3	STF-62247	258	stimulates autophagy	0.200427844037615	1.33353151863219e-05	0.00113806401663602
HNF4A	NSC-207895	269	MDM4	0.249342421385125	1.32730031561422e-05	0.00113806401663602
MYC	XMD11-85h	1158	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	-0.227825804570242	1.33043685589054e-05	0.00113806401663602
ELK1	Embelin	172	XIAP	-0.177223896082325	1.40378104186314e-05	0.00118406644019809
JUND	CI-1040	1015	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.281516026788658	1.40153451791776e-05	0.00118406644019809
MYCN	Axitinib	1021	PDGFR, KIT, VEGFR	-0.219396776911672	1.39863673015653e-05	0.00118406644019809
TFAP2C	Phenformin	196	AAPK1 (AMPK) agonist	0.385392746580404	1.40240489119156e-05	0.00118406644019809
PAX5	AC220	254	FLT3	0.164082021036463	1.42733370194349e-05	0.0012009228934727
PAX5	Tamoxifen	1199	ER	0.125215104904555	1.44024104170649e-05	0.00120876090420529
MYCN	CX-5461	300	RNA Pol I	-0.316448157071628	1.44417119471713e-05	0.00120904431736829
CTCF	AUY922	194	HSP90	-0.285038932233672	1.45050917170767e-05	0.00120935222097194
FOXM1	Gemcitabine	135	DNA replication	-0.41034386366161	1.45172573844203e-05	0.00120935222097194
MYC	JQ12	164	HDAC	-0.294261132796344	1.4696169171078e-05	0.00122123351469785
AR	TAK-715	221	p38a	0.217670270671243	1.48806552520191e-05	0.00122369032747781
E2F1	AICAR	1001	AAPK1 (AMPK) agonist	-0.199790404253085	1.47992327051077e-05	0.00122369032747781
FOXM1	Elesclomol	1031	HSP70	-0.270032902445899	1.49027435026909e-05	0.00122369032747781
MYC	FK866	1248	NAMPT	-0.490024718866702	1.4891205812058e-05	0.00122369032747781
TEAD1	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.300117724471972	1.49075333313297e-05	0.00122369032747781
FOXA2	TAK-715	221	p38a	0.212258096020246	1.52038912740895e-05	0.00124498043997441
GATA3	THZ-2-49	344	CDK9	0.440089357248783	1.53631219605646e-05	0.00124626159805248
NFE2L2	AT-7519	219	CDK9	0.3515216000182	1.54286218862966e-05	0.00124626159805248
REST	Tipifarnib	204	Farnesyl-transferase (FNTA)	0.370645810644431	1.54417199936974e-05	0.00124626159805248
SPI1	Elesclomol	1031	HSP70	0.520906340705545	1.53353995117537e-05	0.00124626159805248
STAT1	FH535	173	unknown 	0.223861914063522	1.5345387719657e-05	0.00124626159805248
VDR	Dasatinib	51	ABL, SRC, KIT, PDGFR	-0.647775948449546	1.53886279572615e-05	0.00124626159805248
HSF1	Epothilone B	201	Microtubules	-0.2887437656623	1.55838612988241e-05	0.00125190032218228
MYC	NU-7441	1038	PRKDC (DNAPK)	-0.166193679375106	1.56711160986536e-05	0.00125190032218228
NR3C1	THZ-2-102-1	346	CDK7	0.513977881267087	1.56250662330781e-05	0.00125190032218228
YY1	GSK-650394	177	SGK3	-0.295507967225454	1.56975764659314e-05	0.00125190032218228
YY1	TAK-715	221	p38a	-0.175229300878288	1.55877426790062e-05	0.00125190032218228
ETS1	Lenalidomide	1020	TNFA	-0.13941691194351	1.59594598531881e-05	0.0012697768826455
MYC	BX-795	1037	TBK1, PDPK1, IKK, AURKB, AURKC	-0.222381356544849	1.60809065519118e-05	0.001276421957558
JUN	CHIR-99021 (rescreen)	1241	GSK3B	-0.22139503488963	1.61274247027622e-05	0.0012771023020505
MITF	ZM-447439	1050	AURKB	0.262972948552946	1.61828013804937e-05	0.00127847929685567
MYC	JNK Inhibitor VIII	1043	JNK	-0.142241546095898	1.62736888311551e-05	0.00128264870635252
AHR	EHT 1864	1069	Rac GTPases	0.158642804147682	1.63809953013312e-05	0.00128808971230444
FOXA1	Y-39983	309	ROCK	0.251691640671562	1.66492819364647e-05	0.00130309670598074
WT1	piperlongumine	1243	Increases ROS levels	-0.169089615966867	1.66232950280412e-05	0.00130309670598074
GABPA	TAK-715	221	p38a	-0.154124808880697	1.67797217173957e-05	0.00131025878050801
NRF1	CMK	64	RSK	-0.314862646874656	1.69101285183044e-05	0.00131738512797115
REL	NVP-BHG712	295	EPHB4	0.224779517774362	1.72280188505867e-05	0.00133692018351841
WT1	Docetaxel	1007	Microtubules	-0.262745985908008	1.72403315895703e-05	0.00133692018351841
MYC	SB 216763	1025	GSK3A, GSK3B	-0.163683135467928	1.73337063521807e-05	0.00134103631214296
REST	AZD-2281	1495	PARP1, PARP2	0.211709817506304	1.73731045043628e-05	0.00134103631214296
FOXA1	ABT-888	1018	PARP1, PARP2	0.154027078316565	1.76544501814156e-05	0.0013534408219944
MYC	KU-55933	1030	ATM	-0.170964323418296	1.76412928404982e-05	0.0013534408219944
PPARD	OSU-03012	167	PDPK1 (PDK1)	0.203973710034022	1.76363302217402e-05	0.0013534408219944
PAX5	ABT-888	1018	PARP1, PARP2	0.126583342166563	1.77100610748999e-05	0.00135461842153581
PAX5	SGC0946	1264	Q8TEK3 (DOT1L)	0.0968508632588445	1.77954929022352e-05	0.00135806647080436
YY1	Roscovitine	110	CDKs	-0.305086746125088	1.78884453642396e-05	0.00136207155822055
GATA3	BX-912	222	PDPK1 (PDK1)	0.348074388883665	1.79480671351372e-05	0.0013635264095554
FOXM1	JNK Inhibitor VIII	1043	JNK	-0.119040914069195	1.83543726996765e-05	0.00137845500777703
JUND	EHT 1864	1069	Rac GTPases	0.177107193453433	1.83560502038532e-05	0.00137845500777703
MYC	Bexarotene	186	Retinioic acid X family agonist	-0.190716360388392	1.83404230368225e-05	0.00137845500777703
NFE2L2	NPK76-II-72-1	257	PLK3	0.284870979018153	1.83244578966741e-05	0.00137845500777703
PAX5	BMN-673	1259	PARP1	0.308030262427369	1.81997612898276e-05	0.00137845500777703
TP63	KIN001-270	345	CDK9	0.151210898846037	1.83903223441356e-05	0.00137845500777703
STAT3	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.30372487216758	1.88272346479372e-05	0.00140806796016961
SPI1	Axitinib	1021	PDGFR, KIT, VEGFR	0.3505520112752	1.94089532608172e-05	0.00144835548113704
SMAD3	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.377237619276333	1.95251524240183e-05	0.00145380310803172
ETS1	Zibotentan, ZD4054	266	Endothelin A Receptor	-0.0903791633511953	1.96890775544735e-05	0.00146277241743003
GATA3	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.320154908447492	1.99354706899091e-05	0.00147367918641923
HNF4A	GSK429286A	230	ROCK2	0.185823173626455	2.0011035156547e-05	0.00147367918641923
NFE2L2	CP466722	152	ATM	0.251977667380821	1.99739934470961e-05	0.00147367918641923
PAX5	OSI-930	298	KIT, VEGFR, PDGFR	0.157115830441223	1.99889368011381e-05	0.00147367918641923
JUN	TAK-715	221	p38a	0.204225505063883	2.01331134127313e-05	0.00147943216573247
FOXA1	Olaparib	1017	PARP1, PARP2	0.214288344121227	2.01952651068627e-05	0.00148076611584197
E2F1	EX-527	341	SIRT1	-0.0976601631357214	2.04123649252445e-05	0.00148132937780187
MYC	MP470	293	PDGFR	-0.264224128054329	2.03323457961148e-05	0.00148132937780187
PAX5	VNLG/124	271	HDAC, RAR 	0.139479370970598	2.02837895893249e-05	0.00148132937780187
PAX5	PD-173074	1049	FGFR1, FGFR3	0.191365147076165	2.04978103976062e-05	0.00148132937780187
PAX5	FK866	1248	NAMPT	0.481535813635015	2.05110530398357e-05	0.00148132937780187
STAT1	Axitinib	1021	PDGFR, KIT, VEGFR	0.230076372322067	2.04034854185465e-05	0.00148132937780187
WT1	Camptothecin	1003	TOP1	-0.309576648438367	2.04691841984232e-05	0.00148132937780187
HNF4A	QL-VIII-58	1166	MTOR, ATR	0.338417649387117	2.09523145971457e-05	0.00150995748986496
MYC	Bleomycin (50 uM)	1378	DNA damage	-0.327787704300654	2.1057866075101e-05	0.00151109271376871
PPARD	Gemcitabine	135	DNA replication	0.445509180518005	2.10325249418319e-05	0.00151109271376871
YBX1	BIRB 0796	1042	p38, JNK2	-0.146171643637389	2.13040705696624e-05	0.001525507436217
MYC	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	-0.133686644838137	2.14495785469767e-05	0.00153266574521975
MITF	PF-562271	158	FAK	0.212873282208353	2.16437672390014e-05	0.00154326480175549
PAX5	5-Fluorouracil	179	DNA antimetabolite	0.268238939360293	2.20261165220473e-05	0.00156488389115882
PAX5	Bleomycin (50 uM)	1378	DNA damage	0.324742893974978	2.20399632865632e-05	0.00156488389115882
ELK1	Tipifarnib	204	Farnesyl-transferase (FNTA)	-0.292037092050471	2.22134913985065e-05	0.00157201758124357
SPI1	CI-1040	1015	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.384434615095847	2.22338543655309e-05	0.00157201758124357
ATF1	EX-527	341	SIRT1	-0.102027134110346	2.25372874526308e-05	0.00159013083693562
FOXM1	Lenalidomide	1020	TNFA	-0.110069067112883	2.27124400644945e-05	0.00159579785046046
PAX5	rTRAIL	1261	TR10A (DR4),  TR10B (DR5)	0.243197048232182	2.26668344172274e-05	0.00159579785046046
GATA2	NPK76-II-72-1	257	PLK3	0.236776537706698	2.28020251827205e-05	0.00159681179636234
PAX5	Bexarotene	186	Retinioic acid X family agonist	0.190024564252551	2.28217641970074e-05	0.00159681179636234
PAX5	FMK	231	RSK	0.135310499358468	2.30687366673203e-05	0.00161074342850345
NFKB1	MP470	293	PDGFR	0.275954005973958	2.33232114445417e-05	0.00162514012663778
GATA3	BMS-345541	203	IKBKB	0.227378157963299	2.34260698150881e-05	0.00162557604046761
MYC	Mitomycin C	136	DNA crosslinker	-0.270836693517902	2.33910429392262e-05	0.00162557604046761
EBF1	Y-39983	309	ROCK	0.218153875177995	2.36469505900999e-05	0.00163752700022595
