TF	Drug_name	Drug_id	Drug_targets	effect_size_(reg_coeff)	pval	fdr
PAX5	YM201636	310	FYV1	0.206669754278037	7.88639730431457e-06	0.00102477490840427
GLI2	HG-6-64-1	159	BRAFV600E, TAK, MAP4K5	-0.269789595157207	8.02805318146298e-06	0.00103636871997049
RELA	AC220	254	FLT3	0.186683240075245	8.03720801997616e-06	0.00103636871997049
PPARD	NSC-207895	269	MDM4	0.231408878630062	8.2420990130824e-06	0.00105470662465889
YY1	Zibotentan, ZD4054	266	Endothelin A Receptor	-0.0924659747499166	8.2144583143778e-06	0.00105470662465889
ELK1	Docetaxel	1007	Microtubules	-0.267723330221268	8.27721887483241e-06	0.00105518864103214
ZNF263	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.375955702127668	8.36989330707661e-06	0.00106297644999873
FOXA2	SB-715992	208	KIF11	0.356651462531347	8.40171248810144e-06	0.00106300614205659
YY1	Bicalutamide	150	ANDR (androgen receptor)	-0.0997268544475678	8.7645452314768e-06	0.00110475943732342
MYC	Bleomycin	190	DNA damage	-0.430572980561989	8.88856460211693e-06	0.00111212305791457
TFAP2C	Afatinib (rescreen)	1377	ERBB2, EGFR	-0.359570105483724	8.88905370907799e-06	0.00111212305791457
NFE2L2	KIN001-270	345	CDK9	0.176376881758897	8.9539835946419e-06	0.00111609747362101
ELK1	AS601245	207	JNK 	-0.215450625541777	9.12036820183147e-06	0.00113039222363423
ESR1	GSK429286A	230	ROCK2	0.241646350603634	9.16942733775505e-06	0.00113039222363423
ETS1	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	-0.323610317999424	9.14223940925545e-06	0.00113039222363423
ELK1	Shikonin	170	unknown	-0.236991673640179	9.22430156992002e-06	0.00113300682239291
MYCN	Etoposide	134	TOP2	-0.369132725630882	9.29681765504686e-06	0.00113776144792946
FOXA2	EX-527	341	SIRT1	0.132899057613515	9.3813454549325e-06	0.00114394630900635
MYCN	Temozolomide	1375	DNA akylating agent	-0.134399089827278	9.49162245944791e-06	0.0011532149959304
E2F6	SB590885	1061	BRAF	-0.198548084288122	9.67541811507487e-06	0.0011713172541829
ELK1	Bleomycin (50 uM)	1378	DNA damage	-0.337606029845191	1.00138814995072e-05	0.00119934940165806
MYC	KIN001-260	290	IKK	-0.173774014599954	9.94452664293484e-06	0.00119934940165806
YY1	QS11	151	ARFGAP	-0.256250449566716	1.00004284540843e-05	0.00119934940165806
WT1	piperlongumine	1243	Increases ROS levels	-0.179775322824696	1.02288092327118e-05	0.00122074671888977
FOXM1	Gemcitabine	135	DNA replication	-0.436137460512582	1.05777455856738e-05	0.00124910185152931
MYC	XMD11-85h	1158	BRSK2, FLT4, MARK4, PRKCD, RET, SPRK1	-0.235771937408689	1.05541659193966e-05	0.00124910185152931
REST	Tipifarnib	204	Farnesyl-transferase (FNTA)	0.391684186198826	1.0513013719301e-05	0.00124910185152931
YY1	Roscovitine	110	CDKs	-0.307541495821099	1.07381179069759e-05	0.00126360614741005
EBF1	GSK269962A (rescreen)	1192	ROCK1, ROCK2	0.272630105201396	1.08447581728119e-05	0.00127170848887102
YY1	Temozolomide	1375	DNA akylating agent	-0.131729285503602	1.08914118450867e-05	0.00127274467238331
HNF4A	GSK429286A	230	ROCK2	0.196294305939796	1.09597967762233e-05	0.00127630436160483
LEF1	RDEA119 (rescreen)	1526	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.306280540431825	1.11857524374228e-05	0.00129095798617612
MYC	NPK76-II-72-1	257	PLK3	-0.248197192588575	1.11533142321561e-05	0.00129095798617612
REST	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.360129484524297	1.12390637334602e-05	0.00129095798617612
STAT3	SB-505124	1194	TGFR1 (ALK5)	0.180069550080099	1.1201378040361e-05	0.00129095798617612
NFE2L2	BMS-345541	203	IKBKB	0.222573543352053	1.1481874038858e-05	0.00131436214550261
REST	AUY922	194	HSP90	0.367624142725082	1.17185560962265e-05	0.00133690849294408
GATA2	THZ-2-102-1	346	CDK7	0.420797145209088	1.18215652675304e-05	0.0013424421064504
PAX5	ABT-888	1018	PARP1, PARP2	0.13101430512766	1.18867255302992e-05	0.0013424421064504
WT1	Elesclomol	1031	HSP70	-0.34590919053826	1.18646251336953e-05	0.0013424421064504
MITF	ZM-447439	1050	AURKB	0.27870268516149	1.19571579143007e-05	0.00134588009901602
MYC	FH535	173	unknown 	-0.218982199077247	1.21525407027934e-05	0.00136331252450838
CTCF	AG-014699	1175	PARP1, PARP2	-0.174622601353995	1.24672704710447e-05	0.00139397338107312
TBP	MPS-1-IN-1	294	MPS1	0.181990762627081	1.25558531404217e-05	0.00139922926304931
CTCF	AUY922	194	HSP90	-0.298304175237635	1.29825874717582e-05	0.00144200983947862
IRF1	TAK-715	221	p38a	0.188482209157675	1.30279508565301e-05	0.00144228844104118
HNF4A	BX-912	222	PDPK1 (PDK1)	0.284668319145526	1.33235668562433e-05	0.00145728337020405
HNF4A	piperlongumine	1243	Increases ROS levels	0.17522932487562	1.32522721996549e-05	0.00145728337020405
MYC	5-Fluorouracil	179	DNA antimetabolite	-0.277225886434295	1.33366001492452e-05	0.00145728337020405
TCF3	Bexarotene	186	Retinioic acid X family agonist	0.202813910648558	1.33016675515093e-05	0.00145728337020405
RELA	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.31370719572287	1.3441557328306e-05	0.00146399874396161
CTCF	Vinblastine	1004	Microtubules	-0.271085989329519	1.36287478469318e-05	0.00146733509426817
ELK1	Tipifarnib	204	Farnesyl-transferase (FNTA)	-0.302493021191733	1.36062850939707e-05	0.00146733509426817
JUN	SB52334	304	ALK5	0.253298315495174	1.35415144746664e-05	0.00146733509426817
SMAD3	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.394186715357317	1.36465869709089e-05	0.00146733509426817
PAX5	Olaparib	1017	PARP1, PARP2	0.182646875095843	1.37637571313941e-05	0.00147522052948111
GATA3	Vismodegib	1033	SMO	0.208980523459236	1.38504500163579e-05	0.00147979966762072
RREB1	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.255455749752764	1.40084267780444e-05	0.00149083089691975
SPI1	CI-1040	1015	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.418355623988795	1.40422936955448e-05	0.00149083089691975
HNF4A	NSC-207895	269	MDM4	0.250260853932553	1.46218861756216e-05	0.00154263190984497
ZNF423	Afatinib (rescreen)	1377	ERBB2, EGFR	0.304800035583348	1.4583310951258e-05	0.00154263190984497
REST	PF-562271	158	FAK	0.246304591286244	1.48807343053533e-05	0.00156503472827083
E2F4	EX-527	341	SIRT1	-0.103603481540418	1.49399810043485e-05	0.00156637090561168
HNF4A	SB-715992	208	KIF11	0.303031555266238	1.53029984407129e-05	0.00159944848609376
YBX1	GSK-1904529A	202	IGF1R	-0.115126029602894	1.56115693611247e-05	0.00162664819457787
TBP	UNC1215	1262	LMBL3	0.076414675592289	1.57840301258282e-05	0.00163954177124922
GATA2	PD-0325901	1060	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.297732006083177	1.58760864749319e-05	0.00164402981635026
MYC	STF-62247	258	stimulates autophagy	-0.14866482877739	1.6403897959427e-05	0.00168976994769989
NFKB1	MP470	293	PDGFR	0.297649938694285	1.64182074847085e-05	0.00168976994769989
MYC	Vorinostat	1012	HDAC inhibitor Class I, IIa, IIb, IV	-0.191403496941547	1.64922553767481e-05	0.00169221602044042
E2F4	AICAR	1001	AAPK1 (AMPK) agonist	-0.208551211820777	1.66581786917484e-05	0.0017040456044705
GATA3	THZ-2-49	344	CDK9	0.449993853565135	1.68925176808121e-05	0.00172278085620524
SREBF1	Tubastatin A	265	HDAC6	-0.165460676115866	1.69598812777234e-05	0.00172442539094194
NRF1	CMK	64	RSK	-0.315279322942755	1.7073068197196e-05	0.00173070515113443
HSF1	Epothilone B	201	Microtubules	-0.293792747763434	1.7427443742451e-05	0.0017613231806372
FOXA2	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.434067956763973	1.75666106849143e-05	0.00177007270239758
MYCN	Axitinib	1021	PDGFR, KIT, VEGFR	-0.222857124365025	1.80630116104423e-05	0.00181465867387891
GATA3	Olaparib	1017	PARP1, PARP2	0.240679871724817	1.81739807866081e-05	0.00182037298623004
ETS1	FH535	173	unknown 	-0.223889720626218	1.85462721459716e-05	0.00182199184753291
FOXP3	Temozolomide	1375	DNA akylating agent	-0.1724210933196	1.82832176482282e-05	0.00182199184753291
MYC	MPS-1-IN-1	294	MPS1	-0.208582761004079	1.8408901486612e-05	0.00182199184753291
PAX5	Pazopanib	199	VEGFR, PDGFRA, PDGFRB, KIT	0.232464090521853	1.84487253567482e-05	0.00182199184753291
PAX5	SGC0946	1264	Q8TEK3 (DOT1L)	0.0986834149636811	1.83057533294125e-05	0.00182199184753291
RELA	XAV 939	1268	TNKS1 (tankyrase-1)	-0.168675604029611	1.85691042550524e-05	0.00182199184753291
REST	JQ12	164	HDAC	0.371836839474542	1.85213956171475e-05	0.00182199184753291
AR	EHT 1864	1069	Rac GTPases	0.197928048050089	1.89664714916145e-05	0.00184484565910487
GATA3	ABT-888	1018	PARP1, PARP2	0.170874361694805	1.89426286944774e-05	0.00184484565910487
MITF	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	0.679560214056969	1.89047506155359e-05	0.00184484565910487
VDR	Dasatinib	51	ABL, SRC, KIT, PDGFR	-0.672532024842215	1.9100622606869e-05	0.0018525402127786
PRDM14	A-770041	55	SRC family	-0.492820569693871	1.94535314324821e-05	0.00188134655275915
MYCN	NPK76-II-72-1	257	PLK3	-0.24529255588116	1.95429553033994e-05	0.00188457925712294
YBX1	QS11	151	ARFGAP	-0.223375035790163	1.96508061860236e-05	0.0018895653776875
PAX5	YK 4-279	1239	RNA helicase A	0.248714626379932	1.99735130727213e-05	0.00191512416655965
CTCF	AS601245	207	JNK 	-0.216534618117396	2.00932184946525e-05	0.00191546463777444
GATA3	STF-62247	258	stimulates autophagy	0.198248318490064	2.01478081049518e-05	0.00191546463777444
MYC	AICAR	1001	AAPK1 (AMPK) agonist	-0.215524635512654	2.01062450018676e-05	0.00191546463777444
PAX5	XMD14-99	253	EPHB3, CAMK1	0.143639468653712	2.094746564017e-05	0.00198587874963358
MYC	Axitinib	1021	PDGFR, KIT, VEGFR	-0.21843814492629	2.12937927846277e-05	0.0020130410004681
MITF	Nutlin-3a	1047	MDM2	0.268039314876263	2.21550888233965e-05	0.00208859807941571
ELK1	Thapsigargin	180	sarco-endoplasmic reticulum Ca2+-ATPases	-0.359302434091552	2.23480762127401e-05	0.00210090643837924
EBF1	KIN001-270	345	CDK9	0.148948466598058	2.25802574555122e-05	0.00210994921580884
PAX5	AC220	254	FLT3	0.159248532479425	2.26323478504529e-05	0.00210994921580884
WT1	NVP-BEZ235	1057	PI3K (Class 1) and MTORC1/2	-0.231175920015249	2.26040469073245e-05	0.00210994921580884
MYC	UNC1215	1262	LMBL3	-0.0879567915562023	2.27808763551784e-05	0.00211792926445726
EBF1	Afatinib (rescreen)	1377	ERBB2, EGFR	-0.288579443375774	2.29296529873414e-05	0.00212588835065833
FOXM1	JNK Inhibitor VIII	1043	JNK	-0.121625654829949	2.34272268901308e-05	0.00214834692367126
POU5F1	Rapamycin	3	MTOR	0.580986725401239	2.33616597282362e-05	0.00214834692367126
PPARD	IPA-3	176	PAK1, PAK2, PAK3	0.261802004780008	2.33813729831953e-05	0.00214834692367126
SMAD4	Bleomycin	190	DNA damage	0.519916983290792	2.33000110838995e-05	0.00214834692367126
ZEB1	Elesclomol	1031	HSP70	0.354230834432747	2.41333193010508e-05	0.00220708386162191
EBF1	Y-39983	309	ROCK	0.224730872701956	2.47384879554383e-05	0.00222654667668282
FOXA1	UNC1215	1262	LMBL3	0.106711965266816	2.47430829617999e-05	0.00222654667668282
FOXA1	Afatinib (rescreen)	1377	ERBB2, EGFR	-0.323685494948107	2.4694282950945e-05	0.00222654667668282
HSF1	GSK-650394	177	SGK3	-0.25232749229116	2.45420909756237e-05	0.00222654667668282
MYCN	Bicalutamide	150	ANDR (androgen receptor)	-0.0951542504966544	2.45757224878243e-05	0.00222654667668282
STAT3	RDEA119	1014	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.309746081867738	2.46633025234617e-05	0.00222654667668282
YBX1	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	-0.270534469270259	2.50184411141197e-05	0.00224532169518853
NFE2L2	CP466722	152	ATM	0.260506834869376	2.52259295334857e-05	0.00225792196396134
SPI1	T0901317	333	LXR	0.269820725540531	2.55002952271389e-05	0.00227642555933517
ETS1	KIN001-270	345	CDK9	-0.139778281248545	2.56772533090026e-05	0.00228615862464149
CTCF	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	-0.219223590517583	2.59183171032296e-05	0.00230153288155459
NFKB1	SB52334	304	ALK5	0.222962931822159	2.61214594675793e-05	0.002313467679951
FOXA1	ABT-888	1018	PARP1, PARP2	0.154569348023991	2.67193036659098e-05	0.0023582081386152
GATA3	SB52334	304	ALK5	0.277346894235797	2.68368360448558e-05	0.0023582081386152
REL	XAV 939	1268	TNKS1 (tankyrase-1)	-0.143098500842791	2.67994660682801e-05	0.0023582081386152
NFE2L2	AT-7519	219	CDK9	0.354601510793562	2.7444614271432e-05	0.00240533461798189
HNF4A	IPA-3	176	PAK1, PAK2, PAK3	0.29237750856341	2.77150320769129e-05	0.0024170079679859
PPARD	Gemcitabine	135	DNA replication	0.46062986472463	2.7721440369709e-05	0.0024170079679859
GABPA	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	-0.261533612476206	2.78809084537584e-05	0.00242166851309919
MYC	SB 216763	1025	GSK3A, GSK3B	-0.162094066579861	2.79907607070446e-05	0.00242166851309919
PAX5	Masitinib	292	KIT	0.191114577996466	2.79450154323626e-05	0.00242166851309919
MYC	AZD-2281	1495	PARP1, PARP2	-0.175637367085489	2.84591528732348e-05	0.00245587894858645
FOXA1	BAY 61-3606	178	SYK	0.317996962614686	2.86241396811267e-05	0.0024576485956046
MYCN	Lenalidomide	1020	TNFA	-0.132359724114151	2.86297987124428e-05	0.0024576485956046
PAX5	SB-505124	1194	TGFR1 (ALK5)	0.152774978209402	2.86987341575578e-05	0.0024576485956046
IRF2	WZ3105	252	CLK2, CNSK1E, FLT3, ULK1	0.271557368218043	2.89312611834116e-05	0.0024712730840805
FOXA1	QS11	151	ARFGAP	0.298222973701483	2.94061879465909e-05	0.00250448031963919
JUN	AC220	254	FLT3	0.18437027364019	2.94688517776592e-05	0.00250448031963919
PAX5	CCT018159	1170	HSP90	0.185584935187368	2.96553411780152e-05	0.00251398112681638
ATF3	Axitinib	1021	PDGFR, KIT, VEGFR	0.216180402852119	3.05420870357417e-05	0.00252329131103775
E2F4	CCT018159	1170	HSP90	-0.171683165244426	3.01795839786159e-05	0.00252329131103775
ELK1	Embelin	172	XIAP	-0.172840411169331	3.01960823025543e-05	0.00252329131103775
FOXA1	NSC-207895	269	MDM4	0.284682381609488	3.01936053063738e-05	0.00252329131103775
MYC	BMS-708163	205	g-secretase	-0.106509246162201	3.0589893177935e-05	0.00252329131103775
MYC	MP470	293	PDGFR	-0.266314256431057	3.05161091504892e-05	0.00252329131103775
NFE2L2	NPK76-II-72-1	257	PLK3	0.291012343820968	2.9919780650284e-05	0.00252329131103775
NFE2L2	VX-11e	262	ERK	0.286540168494402	3.05161041830636e-05	0.00252329131103775
PAX5	AG-014699	1175	PARP1, PARP2	0.166474672981931	3.03536347307542e-05	0.00252329131103775
REST	Etoposide	134	TOP2	0.427467625385392	3.00730130168488e-05	0.00252329131103775
WT1	AZD-2281	1495	PARP1, PARP2	-0.182425094005198	3.04375428998828e-05	0.00252329131103775
YY1	Obatoclax Mesylate	182	BCL2, BCL2L1, MCL1	-0.296154741000067	3.06733656279564e-05	0.00252399051395812
MITF	Bleomycin	190	DNA damage	0.471979278016649	3.13070605986399e-05	0.00256598346058553
PPARD	TAK-715	221	p38a	0.164581949043128	3.13361819135538e-05	0.00256598346058553
NR3C1	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.327347803976875	3.15566827287075e-05	0.00257776737192876
HNF1A	(5Z)-7-Oxozeaenol	1242	MAP3K7 (TAK1)	0.215438666039478	3.18834172091719e-05	0.00258033965185339
PAX5	Epothilone B	201	Microtubules	0.330236548176408	3.18459321086522e-05	0.00258033965185339
REL	AC220	254	FLT3	0.150799093498089	3.1894853518675e-05	0.00258033965185339
WT1	YK 4-279	1239	RNA helicase A	-0.25304076488831	3.18905631173166e-05	0.00258033965185339
TBP	Methotrexate	1008	Dihydrofolate reductase (DHFR)	0.207397862425879	3.21040160980999e-05	0.00259103276206607
MITF	PF-562271	158	FAK	0.217363968664242	3.24125017528659e-05	0.00260450094305705
MYC	CX-5461	300	RNA Pol I	-0.307165637566506	3.25030573788133e-05	0.00260450094305705
WT1	Docetaxel	1007	Microtubules	-0.262662618303988	3.24876121625442e-05	0.00260450094305705
GATA2	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.25980526449918	3.27799147258355e-05	0.00261753160383804
NFE2L2	PHA-793887	301	CDK-pan	0.350758328856906	3.28212252806314e-05	0.00261753160383804
EWSR1-FLI1	piperlongumine	1243	Increases ROS levels	0.152296355047209	3.30897572770473e-05	0.00263270870250361
FOXM1	CCT018159	1170	HSP90	-0.154091982510512	3.34230830751313e-05	0.00263431817539472
HLF	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.25726132209522	3.34205607732048e-05	0.00263431817539472
MYC	Cytarabine	1006	DNA synthesis	-0.284618673116295	3.32644934851811e-05	0.00263431817539472
PAX5	XMD15-27	332	CAMK2B, CLK2, DYRK1A, MAST1, STK39	0.134923075121142	3.33261739426723e-05	0.00263431817539472
MYC	FK866	1248	NAMPT	-0.47732477792136	3.40968175350695e-05	0.0026811411078102
HNF4A	ZG-10	1161	IRAK1	0.294536030029249	3.48972647157752e-05	0.00271258963406857
MITF	Camptothecin	1003	TOP1	0.349794922809589	3.48890894891223e-05	0.00271258963406857
MITF	PD-0332991	1054	CDK4, CDK6	0.314968234602674	3.46059923332005e-05	0.00271258963406857
MYC	SB-715992	208	KIF11	-0.276421655417032	3.49268868298083e-05	0.00271258963406857
NR3C1	AV-951	312	VEGFR	0.152169440006599	3.49803565944365e-05	0.00271258963406857
PPARA	Tubastatin A	265	HDAC6	0.187955682934372	3.48715286539872e-05	0.00271258963406857
ELK1	MLN4924	1529	NEDD8-activating enzyme	-0.290601111502904	3.53016285995151e-05	0.00271871009271552
GATA4	Temsirolimus	1016	MTOR	0.244797480788705	3.5185564934683e-05	0.00271871009271552
MYC	SL 0101-1	1039	RSK, AURKB, PIM3	-0.13222313769359	3.52354656927258e-05	0.00271871009271552
CTCF	SN-38	1494	TOP1	-0.271179234647152	3.56205025220187e-05	0.00272456366449668
NR3C1	RDEA119 (rescreen)	1526	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.311910824359152	3.55931579526881e-05	0.00272456366449668
YY1	T0901317	333	LXR	-0.152572099451981	3.55737320103304e-05	0.00272456366449668
CDX2	Bleomycin (50 uM)	1378	DNA damage	0.371663083341566	3.64699940837862e-05	0.0027721406169349
E2F4	Lenalidomide	1020	TNFA	-0.123056751680386	3.6706423328866e-05	0.0027721406169349
ELK1	Bicalutamide	150	ANDR (androgen receptor)	-0.0902504553238367	3.6736731990877e-05	0.0027721406169349
FOXA1	THZ-2-49	344	CDK9	0.398513966988904	3.67101095198341e-05	0.0027721406169349
PPARD	OSU-03012	167	PDPK1 (PDK1)	0.203700431580208	3.66880492869723e-05	0.0027721406169349
SP1	THZ-2-102-1	346	CDK7	0.413154131675017	3.66465994540079e-05	0.0027721406169349
REST	Epothilone B	201	Microtubules	0.409294588864889	3.72218795258719e-05	0.00280246611955978
HNF4A	Elesclomol	1031	HSP70	0.324812114850964	3.74410268951807e-05	0.00281267357177971
RREB1	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	0.317239976675079	3.75307613905021e-05	0.00281313535545066
REST	BX-795	1037	TBK1, PDPK1, IKK, AURKB, AURKC	0.269872816137874	3.76308305264385e-05	0.00281436800303842
VDR	AZD6244 (rescreen)	1498	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.243473401485087	3.80004717177615e-05	0.00283571147596733
REST	AZD-2281	1495	PARP1, PARP2	0.210262984686002	3.89608235545575e-05	0.00290094362108105
MYCN	Gemcitabine	135	DNA replication	-0.477150177581896	3.91899923674006e-05	0.00291156554773702
HNF1A	MLN4924	1529	NEDD8-activating enzyme	0.294308724849947	3.93622859471666e-05	0.00291792452324205
YBX1	EX-527	341	SIRT1	-0.0919309020334051	3.96429651316077e-05	0.00293227250880057
GLI2	Cisplatin	1005	DNA crosslinker	-0.194363793394	3.97738663885703e-05	0.00293550323093713
MYC	JNK Inhibitor VIII	1043	JNK	-0.138034165359455	4.04207601294346e-05	0.00297671921697182
FOXM1	Elesclomol	1031	HSP70	-0.263542182716188	4.05903076480804e-05	0.00298267861112695
STAT1	Axitinib	1021	PDGFR, KIT, VEGFR	0.232256687775499	4.08743441325112e-05	0.00299700664875744
MYC	NSC-207895	269	MDM4	-0.225171876860806	4.12246441436974e-05	0.00301612043186116
ZEB1	Trametinib	1372	MAP2K1 (MEK1), MAP2K2 (MEK2)	-0.391852121714985	4.13638326875303e-05	0.0030197392388261
REST	Vinorelbine	140	Microtubules	0.350787418072146	4.15766681235332e-05	0.00302870728505954
ELK1	JNK Inhibitor VIII	1043	JNK	-0.13723635524909	4.17398869873049e-05	0.0030340300141636
AHR	YM201636	310	FYV1	0.195911812404969	4.31250456176729e-05	0.0030493672205334
ATF1	Nutlin-3a	1047	MDM2	0.222772834983141	4.25206605570242e-05	0.0030493672205334
FOXA1	Vismodegib	1033	SMO	0.181097620739772	4.34911979157935e-05	0.0030493672205334
GATA3	Lapatinib	119	ERBB2, EGFR	-0.480494542726096	4.26383561119421e-05	0.0030493672205334
MITF	Paclitaxel	11	Microtubules	0.618927995152716	4.28494997346806e-05	0.0030493672205334
MYC	Bleomycin (50 uM)	1378	DNA damage	-0.317342085544373	4.291754239248e-05	0.0030493672205334
MYCN	VX-680	32	AURKA, AURKB, AURKC, FLT3, ABL1, JAK2	-0.537371238082277	4.29376247613912e-05	0.0030493672205334
NFE2L2	FK866	1248	NAMPT	0.571690185945731	4.26140912053764e-05	0.0030493672205334
PAX5	Etoposide	134	TOP2	0.33854533992297	4.24332109551142e-05	0.0030493672205334
PAX5	Genentech Cpd 10	225	AURKA, AURKB	0.264793915676037	4.34700504812831e-05	0.0030493672205334
PAX5	GSK1070916	226	AURKB	0.303261156494898	4.34822814068207e-05	0.0030493672205334
PAX5	OSI-930	298	KIT, VEGFR, PDGFR	0.15370819728278	4.3477109357364e-05	0.0030493672205334
PAX5	PD-173074	1049	FGFR1, FGFR3	0.188179898647001	4.33035221340482e-05	0.0030493672205334
TBP	CCT007093	1067	PPM1D	0.105288215410982	4.27435575883176e-05	0.0030493672205334
VDR	AC220	254	FLT3	0.15247722664983	4.25817506216871e-05	0.0030493672205334
WT1	Camptothecin	1003	TOP1	-0.308724399098644	4.30208183557757e-05	0.0030493672205334
YBX1	STF-62247	258	stimulates autophagy	-0.126453369036559	4.32778339941353e-05	0.0030493672205334
FOXP3	AICAR	1001	AAPK1 (AMPK) agonist	-0.279960123590026	4.37482559161387e-05	0.00306101362340468
MYC	Docetaxel	1007	Microtubules	-0.243819714661094	4.39435926178643e-05	0.00306830209451084
ELK1	FTI-277	166	Farnesyl transferase (FNTA)	-0.131904511489211	4.43965928049638e-05	0.00307033473485493
GATA3	NSC-87877	147	PTPN6 (SHP-1), PTPN11 (SHP-2)	0.20420019117587	4.43621784986472e-05	0.00307033473485493
HSF1	Vinorelbine	140	Microtubules	-0.244292176064432	4.41247372252494e-05	0.00307033473485493
